42
# x y z
0	0	0
1	0	0
2	0	0
3	0	0
4	0	0
5	0	0
6	0	0
7	0	0
8	0	0
9	0	0
10	0	0
11	0	0
12	0	0
13	0	0
14	0	0
15	0	0
16	0	0
17	0	0
18	0	0
19	0	0
20	0	0
21	0	0
22	0	0
23	0	0
24	0	0
25	0	0
26	0	0
27	0	0
28	0	0
29	0	0
30	0	0
31	0	0
32	0	0
33	0	0
34	0	0
35	0	0
36	0	0
37	0	0
38	0	0
39	0	0
40	0	0
41	0	0
835
# a b m n err i ip iperr k r rhoa u valid 
2	1	3	4	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	3.08567200000000e+02	0.00000000000000e+00	1
2	1	5	6	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+02	0.00000000000000e+00	3.77537800000000e+02	0.00000000000000e+00	1
2	1	7	8	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	6.59734457253855e+02	0.00000000000000e+00	3.30843600000000e+02	0.00000000000000e+00	1
2	1	9	10	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.58336269740927e+03	0.00000000000000e+00	3.68068500000000e+02	0.00000000000000e+00	1
2	1	4	5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	7.53982236861549e+01	0.00000000000000e+00	3.45927100000000e+02	0.00000000000000e+00	1
2	1	6	7	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	3.76991118430775e+02	0.00000000000000e+00	4.09336900000000e+02	0.00000000000000e+00	1
2	1	8	9	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.05557513160617e+03	0.00000000000000e+00	3.26689900000000e+02	0.00000000000000e+00	1
2	1	10	11	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	2.26194671058463e+03	0.00000000000000e+00	3.28728700000000e+02	0.00000000000000e+00	1
3	2	4	5	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+01	0.00000000000000e+00	2.81046900000000e+02	0.00000000000000e+00	1
3	2	6	7	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	1.88495559215388e+02	0.00000000000000e+00	4.23907700000000e+02	0.00000000000000e+00	1
3	2	8	9	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	0.00000000000000e+00	6.59734457253855e+02	0.00000000000000e+00	3.75976100000000e+02	0.00000000000000e+00	1
